Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn,Year of Purchase,Month of Purchase,Day of Purchase,Weekday of Purchase,Age Category
31230,2022-07-30 00:26:28,Books,397,5,4516,Cash,67,,Laura Johnson,67,Female,0,2022,7,30,5,61-80
31230,2020-10-28 03:42:03,Home,233,4,2768,PayPal,67,0.0,Laura Johnson,67,Female,0,2020,10,28,2,61-80
41960,2023-09-10 22:47:27,Electronics,352,3,2254,Credit Card,38,1.0,Paula Roman,38,Female,0,2023,9,10,6,21-40
41960,2022-01-05 13:49:35,Books,400,2,2037,Credit Card,38,1.0,Paula Roman,38,Female,0,2022,1,5,2,21-40
41960,2021-06-16 19:21:25,Books,286,4,2574,PayPal,38,0.0,Paula Roman,38,Female,0,2021,6,16,2,21-40
41960,2021-06-30 01:28:57,Electronics,347,5,2917,Credit Card,38,1.0,Paula Roman,38,Female,0,2021,6,30,2,21-40
41960,2023-07-28 01:00:23,Home,336,3,3903,Cash,38,0.0,Paula Roman,38,Female,0,2023,7,28,4,21-40
26701,2023-06-06 11:59:40,Electronics,228,3,1280,Crypto,31,1.0,Barbara Duffy,31,Female,0,2023,6,6,1,21-40
26701,2023-09-04 17:49:39,Clothing,489,1,4770,Credit Card,31,,Barbara Duffy,31,Female,0,2023,9,4,0,21-40
26701,2023-02-28 01:12:03,Books,111,1,627,Credit Card,31,0.0,Barbara Duffy,31,Female,0,2023,2,28,1,21-40
26701,2023-07-16 21:30:45,Books,179,1,4542,PayPal,31,0.0,Barbara Duffy,31,Female,0,2023,7,16,6,21-40
26701,2021-06-18 02:17:29,Books,238,3,4116,PayPal,31,0.0,Barbara Duffy,31,Female,0,2021,6,18,4,21-40
8530,2021-01-15 17:49:56,Clothing,37,4,3878,Credit Card,24,1.0,Wesley Richardson,24,Female,0,2021,1,15,4,21-40
8530,2022-09-28 23:58:02,Clothing,429,4,487,Cash,24,0.0,Wesley Richardson,24,Female,0,2022,9,28,2,21-40
8530,2021-06-09 05:46:36,Books,164,3,1164,Crypto,24,0.0,Wesley Richardson,24,Female,0,2021,6,9,2,21-40
8530,2021-03-17 01:09:38,Clothing,192,1,4330,Credit Card,24,0.0,Wesley Richardson,24,Female,0,2021,3,17,2,21-40
8530,2021-12-21 09:54:42,Clothing,450,1,2562,Credit Card,24,0.0,Wesley Richardson,24,Female,0,2021,12,21,1,21-40
8530,2021-10-06 10:32:45,Electronics,221,3,4241,Cash,24,1.0,Wesley Richardson,24,Female,0,2021,10,6,2,21-40
8530,2023-07-13 20:37:34,Clothing,141,5,5094,PayPal,24,0.0,Wesley Richardson,24,Female,0,2023,7,13,3,21-40
22289,2021-01-14 20:41:54,Books,113,2,5154,PayPal,57,,Michelle Davis,57,Male,0,2021,1,14,3,41-60
22289,2023-08-13 09:48:32,Clothing,181,1,1157,Cash,57,1.0,Michelle Davis,57,Male,0,2023,8,13,6,41-60
22289,2023-02-24 21:32:50,Books,84,2,1513,Cash,57,1.0,Michelle Davis,57,Male,0,2023,2,24,4,41-60
22289,2022-04-20 02:05:07,Clothing,123,4,3211,PayPal,57,1.0,Michelle Davis,57,Male,0,2022,4,20,2,41-60
22289,2023-04-30 05:32:04,Clothing,413,3,5079,Cash,57,,Michelle Davis,57,Male,0,2023,4,30,6,41-60
22289,2023-04-29 20:02:13,Clothing,483,3,4106,Crypto,57,1.0,Michelle Davis,57,Male,0,2023,4,29,5,41-60
22289,2020-11-09 10:17:43,Clothing,163,2,4263,Cash,57,,Michelle Davis,57,Male,0,2020,11,9,0,41-60
22289,2021-10-11 18:42:12,Electronics,49,1,1117,Cash,57,1.0,Michelle Davis,57,Male,0,2021,10,11,0,41-60
46593,2021-07-07 05:28:29,Clothing,27,2,3025,Cash,33,0.0,Sherry Reyes,33,Female,0,2021,7,7,2,21-40
46593,2021-08-23 18:06:39,Books,79,5,3693,PayPal,33,0.0,Sherry Reyes,33,Female,0,2021,8,23,0,21-40
46593,2023-08-22 11:18:18,Clothing,375,1,1840,Credit Card,33,,Sherry Reyes,33,Female,0,2023,8,22,1,21-40
46593,2021-06-30 15:03:42,Books,464,2,2016,PayPal,33,1.0,Sherry Reyes,33,Female,0,2021,6,30,2,21-40
46593,2020-12-14 16:24:47,Electronics,99,2,1051,PayPal,33,0.0,Sherry Reyes,33,Female,0,2020,12,14,0,21-40
46593,2022-09-17 03:38:03,Electronics,94,5,2169,PayPal,33,0.0,Sherry Reyes,33,Female,0,2022,9,17,5,21-40
134,2020-10-10 12:55:19,Books,244,1,1319,Credit Card,59,0.0,Jeffrey Kelley,59,Male,1,2020,10,10,5,41-60
134,2022-06-10 16:15:09,Clothing,167,1,2796,PayPal,59,0.0,Jeffrey Kelley,59,Male,1,2022,6,10,4,41-60
134,2022-04-04 09:33:56,Clothing,452,4,2617,Credit Card,59,0.0,Jeffrey Kelley,59,Male,1,2022,4,4,0,41-60
134,2023-02-18 02:23:43,Books,129,3,1661,Cash,59,0.0,Jeffrey Kelley,59,Male,1,2023,2,18,5,41-60
1639,2023-03-09 05:05:15,Books,204,2,1661,Credit Card,31,0.0,Joshua Day,31,Male,0,2023,3,9,3,21-40
1639,2022-06-29 15:49:22,Clothing,244,5,1385,Credit Card,31,0.0,Joshua Day,31,Male,0,2022,6,29,2,21-40
1639,2021-06-17 10:01:37,Electronics,72,4,2808,PayPal,31,1.0,Joshua Day,31,Male,0,2021,6,17,3,21-40
1639,2022-11-17 04:22:30,Electronics,51,1,4456,Credit Card,31,1.0,Joshua Day,31,Male,0,2022,11,17,3,21-40
1639,2023-02-14 04:19:19,Home,88,1,3164,PayPal,31,1.0,Joshua Day,31,Male,0,2023,2,14,1,21-40
1639,2021-11-21 03:08:33,Clothing,32,5,2923,Credit Card,31,0.0,Joshua Day,31,Male,0,2021,11,21,6,21-40
1639,2022-11-09 02:56:04,Clothing,213,5,4618,Credit Card,31,0.0,Joshua Day,31,Male,0,2022,11,9,2,21-40
7450,2020-08-29 04:18:58,Electronics,233,4,2333,Cash,24,0.0,Jordan Villa,24,Female,1,2020,8,29,5,21-40
7450,2023-09-11 19:49:48,Books,38,4,3200,Credit Card,24,1.0,Jordan Villa,24,Female,1,2023,9,11,0,21-40
7450,2023-01-06 03:43:57,Clothing,94,4,4949,Credit Card,24,0.0,Jordan Villa,24,Female,1,2023,1,6,4,21-40
7450,2022-06-20 05:53:24,Books,352,3,2910,PayPal,24,,Jordan Villa,24,Female,1,2022,6,20,0,21-40
7450,2020-05-26 20:42:47,Electronics,243,1,1870,Credit Card,24,,Jordan Villa,24,Female,1,2020,5,26,1,21-40
7450,2022-08-08 10:38:13,Books,357,4,1113,Credit Card,24,0.0,Jordan Villa,24,Female,1,2022,8,8,0,21-40
7450,2020-12-09 11:58:31,Clothing,82,4,2827,PayPal,24,0.0,Jordan Villa,24,Female,1,2020,12,9,2,21-40
7450,2020-08-26 04:04:33,Home,150,5,4410,PayPal,24,0.0,Jordan Villa,24,Female,1,2020,8,26,2,21-40
34474,2020-07-29 19:33:00,Books,343,1,4222,PayPal,35,1.0,Rebekah Flowers,35,Female,0,2020,7,29,2,21-40
34474,2021-08-11 01:31:49,Electronics,442,1,1335,Crypto,35,0.0,Rebekah Flowers,35,Female,0,2021,8,11,2,21-40
34474,2023-05-01 01:43:40,Clothing,200,2,543,PayPal,35,0.0,Rebekah Flowers,35,Female,0,2023,5,1,0,21-40
34474,2020-04-04 05:11:29,Electronics,112,3,1800,Cash,35,1.0,Rebekah Flowers,35,Female,0,2020,4,4,5,21-40
40803,2023-09-04 03:56:08,Clothing,479,3,3717,Cash,18,0.0,Cindy Lewis,18,Female,0,2023,9,4,0,0-20
40803,2022-10-13 15:54:18,Clothing,97,5,3815,Credit Card,18,0.0,Cindy Lewis,18,Female,0,2022,10,13,3,0-20
40803,2023-09-14 02:48:29,Electronics,79,1,1362,Credit Card,18,,Cindy Lewis,18,Female,0,2023,9,14,3,0-20
40803,2021-04-29 06:28:53,Electronics,139,2,4237,Credit Card,18,1.0,Cindy Lewis,18,Female,0,2021,4,29,3,0-20
40803,2022-04-28 19:54:20,Electronics,317,1,969,PayPal,18,0.0,Cindy Lewis,18,Female,0,2022,4,28,3,0-20
296,2021-09-05 19:49:27,Electronics,489,2,3500,Crypto,21,0.0,Shawn Osborne,21,Female,1,2021,9,5,6,21-40
296,2021-05-01 09:53:17,Clothing,463,4,2789,Credit Card,21,0.0,Shawn Osborne,21,Female,1,2021,5,1,5,21-40
296,2023-01-28 19:53:17,Electronics,361,4,4959,Credit Card,21,0.0,Shawn Osborne,21,Female,1,2023,1,28,5,21-40
296,2022-05-12 01:41:29,Electronics,228,5,5010,PayPal,21,0.0,Shawn Osborne,21,Female,1,2022,5,12,3,21-40
296,2021-01-29 16:20:01,Clothing,59,1,2200,Cash,21,1.0,Shawn Osborne,21,Female,1,2021,1,29,4,21-40
296,2023-05-05 20:02:53,Home,114,4,2179,Crypto,21,1.0,Shawn Osborne,21,Female,1,2023,5,5,4,21-40
296,2023-04-08 01:28:11,Books,332,5,167,Credit Card,21,1.0,Shawn Osborne,21,Female,1,2023,4,8,5,21-40
39735,2022-05-08 05:58:31,Books,389,2,169,Credit Card,18,1.0,Alexander Garrett,18,Male,0,2022,5,8,6,0-20
39735,2021-04-09 19:47:41,Books,355,4,1847,Crypto,18,,Alexander Garrett,18,Male,0,2021,4,9,4,0-20
39735,2021-06-14 20:28:19,Books,103,3,5072,PayPal,18,1.0,Alexander Garrett,18,Male,0,2021,6,14,0,0-20
39735,2021-06-20 07:11:33,Clothing,321,5,4170,Credit Card,18,1.0,Alexander Garrett,18,Male,0,2021,6,20,6,0-20
39735,2020-12-16 01:51:18,Books,258,3,2916,PayPal,18,,Alexander Garrett,18,Male,0,2020,12,16,2,0-20
39735,2020-04-27 16:00:14,Electronics,97,3,1850,Credit Card,18,1.0,Alexander Garrett,18,Male,0,2020,4,27,0,0-20
39735,2022-11-17 08:32:22,Books,345,2,4262,Credit Card,18,,Alexander Garrett,18,Male,0,2022,11,17,3,0-20
47200,2022-05-01 00:58:16,Electronics,416,5,3177,Credit Card,23,,Nicole Lopez,23,Female,0,2022,5,1,6,21-40
47200,2022-05-17 17:02:12,Clothing,261,2,3841,Crypto,23,,Nicole Lopez,23,Female,0,2022,5,17,1,21-40
47200,2022-11-07 21:24:41,Books,220,5,1263,Credit Card,23,,Nicole Lopez,23,Female,0,2022,11,7,0,21-40
47200,2023-07-13 18:51:34,Books,293,4,3260,PayPal,23,,Nicole Lopez,23,Female,0,2023,7,13,3,21-40
47200,2022-04-27 10:06:34,Clothing,455,2,3200,Crypto,23,0.0,Nicole Lopez,23,Female,0,2022,4,27,2,21-40
47200,2020-11-17 07:49:24,Clothing,145,3,244,PayPal,23,1.0,Nicole Lopez,23,Female,0,2020,11,17,1,21-40
42097,2021-07-24 02:36:30,Books,181,1,2362,Crypto,47,,Raymond Barron,47,Female,0,2021,7,24,5,41-60
42097,2021-05-02 00:36:46,Electronics,52,4,2424,PayPal,47,1.0,Raymond Barron,47,Female,0,2021,5,2,6,41-60
42097,2022-05-01 11:30:34,Electronics,273,1,4610,Crypto,47,0.0,Raymond Barron,47,Female,0,2022,5,1,6,41-60
42097,2022-09-14 00:29:56,Clothing,418,4,5069,Crypto,47,,Raymond Barron,47,Female,0,2022,9,14,2,41-60
42097,2021-09-21 08:40:31,Electronics,301,5,2928,PayPal,47,1.0,Raymond Barron,47,Female,0,2021,9,21,1,41-60
42097,2020-07-11 21:32:54,Clothing,252,4,5041,PayPal,47,0.0,Raymond Barron,47,Female,0,2020,7,11,5,41-60
42097,2023-06-11 19:05:27,Electronics,186,3,1668,PayPal,47,0.0,Raymond Barron,47,Female,0,2023,6,11,6,41-60
42097,2020-04-17 19:25:08,Clothing,22,5,969,PayPal,47,1.0,Raymond Barron,47,Female,0,2020,4,17,4,41-60
1471,2023-08-31 11:01:43,Home,353,5,2068,Crypto,44,0.0,Sarah Sexton,44,Female,1,2023,8,31,3,41-60
1471,2023-02-11 01:13:14,Books,443,1,1499,Cash,44,0.0,Sarah Sexton,44,Female,1,2023,2,11,5,41-60
1471,2022-09-14 21:20:54,Clothing,40,4,3188,PayPal,44,0.0,Sarah Sexton,44,Female,1,2022,9,14,2,41-60
1471,2021-10-12 09:00:27,Books,351,1,4533,Cash,44,0.0,Sarah Sexton,44,Female,1,2021,10,12,1,41-60
1471,2022-06-16 21:01:01,Books,211,2,3238,Credit Card,44,0.0,Sarah Sexton,44,Female,1,2022,6,16,3,41-60
1471,2021-04-23 10:01:50,Books,283,5,2027,Credit Card,44,0.0,Sarah Sexton,44,Female,1,2021,4,23,4,41-60
34770,2022-05-24 07:35:09,Home,284,3,4586,PayPal,40,1.0,Elizabeth Orr,40,Male,1,2022,5,24,1,21-40
34770,2021-02-07 07:42:08,Books,273,2,4112,Credit Card,40,,Elizabeth Orr,40,Male,1,2021,2,7,6,21-40
34770,2022-01-31 06:05:36,Books,319,5,3992,PayPal,40,0.0,Elizabeth Orr,40,Male,1,2022,1,31,0,21-40
34770,2021-08-09 18:56:17,Clothing,140,2,434,Credit Card,40,1.0,Elizabeth Orr,40,Male,1,2021,8,9,0,21-40
22768,2020-10-08 00:56:59,Clothing,196,5,4032,Crypto,59,0.0,Mr. Luis Lyons,59,Female,0,2020,10,8,3,41-60
22768,2022-03-11 16:56:39,Home,462,4,4506,Credit Card,59,,Mr. Luis Lyons,59,Female,0,2022,3,11,4,41-60
22768,2022-02-22 22:06:51,Clothing,338,3,4937,PayPal,59,1.0,Mr. Luis Lyons,59,Female,0,2022,2,22,1,41-60
22768,2023-02-06 12:48:38,Books,310,1,622,PayPal,59,1.0,Mr. Luis Lyons,59,Female,0,2023,2,6,0,41-60
22768,2023-03-29 09:24:15,Books,343,2,3726,Credit Card,59,0.0,Mr. Luis Lyons,59,Female,0,2023,3,29,2,41-60
22768,2023-06-02 20:05:33,Clothing,493,3,1253,Credit Card,59,1.0,Mr. Luis Lyons,59,Female,0,2023,6,2,4,41-60
22768,2022-08-14 11:26:44,Clothing,496,2,1259,Crypto,59,1.0,Mr. Luis Lyons,59,Female,0,2022,8,14,6,41-60
28134,2020-06-13 00:48:25,Home,414,4,4093,Cash,67,0.0,Jared Lambert,67,Female,0,2020,6,13,5,61-80
28134,2022-05-29 14:04:37,Electronics,481,3,500,Cash,67,0.0,Jared Lambert,67,Female,0,2022,5,29,6,61-80
28134,2020-03-06 21:38:54,Books,36,5,4948,Cash,67,0.0,Jared Lambert,67,Female,0,2020,3,6,4,61-80
28134,2022-07-12 11:44:58,Clothing,192,4,4927,Credit Card,67,1.0,Jared Lambert,67,Female,0,2022,7,12,1,61-80
28134,2022-07-08 07:54:05,Books,388,3,665,Credit Card,67,1.0,Jared Lambert,67,Female,0,2022,7,8,4,61-80
28134,2021-08-18 02:42:03,Electronics,187,4,4867,PayPal,67,,Jared Lambert,67,Female,0,2021,8,18,2,61-80
28134,2021-02-07 13:49:22,Clothing,294,2,473,Cash,67,0.0,Jared Lambert,67,Female,0,2021,2,7,6,61-80
28134,2020-11-10 15:44:56,Electronics,158,4,4759,Credit Card,67,0.0,Jared Lambert,67,Female,0,2020,11,10,1,61-80
10283,2021-02-16 20:43:52,Electronics,167,4,5224,PayPal,52,0.0,Lori Roberts,52,Female,0,2021,2,16,1,41-60
10283,2021-04-21 08:42:52,Electronics,453,4,4178,Credit Card,52,0.0,Lori Roberts,52,Female,0,2021,4,21,2,41-60
10283,2020-06-30 19:28:16,Home,396,2,2834,Cash,52,0.0,Lori Roberts,52,Female,0,2020,6,30,1,41-60
10283,2022-10-18 18:51:06,Clothing,160,4,3126,Credit Card,52,0.0,Lori Roberts,52,Female,0,2022,10,18,1,41-60
10283,2022-05-26 03:38:26,Books,111,2,5148,Credit Card,52,0.0,Lori Roberts,52,Female,0,2022,5,26,3,41-60
27431,2021-04-06 08:30:56,Clothing,105,1,3519,Credit Card,46,1.0,Raymond Howard,46,Male,0,2021,4,6,1,41-60
27431,2020-05-31 18:51:04,Books,388,4,708,PayPal,46,1.0,Raymond Howard,46,Male,0,2020,5,31,6,41-60
27431,2022-02-25 00:58:19,Clothing,209,2,3218,PayPal,46,1.0,Raymond Howard,46,Male,0,2022,2,25,4,41-60
27431,2020-12-29 03:45:03,Books,217,3,4516,Cash,46,0.0,Raymond Howard,46,Male,0,2020,12,29,1,41-60
27431,2022-08-29 00:02:30,Home,393,4,4336,Credit Card,46,1.0,Raymond Howard,46,Male,0,2022,8,29,0,41-60
17386,2021-03-04 16:35:50,Electronics,154,1,2218,Credit Card,35,0.0,Michael Terry,35,Male,0,2021,3,4,3,21-40
17386,2023-08-13 23:31:03,Clothing,136,1,490,Credit Card,35,1.0,Michael Terry,35,Male,0,2023,8,13,6,21-40
17386,2023-08-01 00:52:18,Books,339,1,4167,PayPal,35,0.0,Michael Terry,35,Male,0,2023,8,1,1,21-40
17386,2020-12-30 18:07:30,Books,231,1,309,PayPal,35,,Michael Terry,35,Male,0,2020,12,30,2,21-40
17386,2020-11-12 16:57:26,Electronics,233,1,2212,PayPal,35,0.0,Michael Terry,35,Male,0,2020,11,12,3,21-40
17386,2023-04-21 00:55:55,Home,288,2,3438,Crypto,35,0.0,Michael Terry,35,Male,0,2023,4,21,4,21-40
37047,2021-10-02 13:05:11,Home,68,1,1491,PayPal,35,1.0,Lisa Wolfe,35,Female,0,2021,10,2,5,21-40
37047,2022-04-20 05:00:01,Books,193,3,5137,Cash,35,0.0,Lisa Wolfe,35,Female,0,2022,4,20,2,21-40
37047,2022-09-15 12:53:39,Clothing,343,5,1950,Credit Card,35,0.0,Lisa Wolfe,35,Female,0,2022,9,15,3,21-40
37047,2021-03-23 10:36:33,Clothing,149,1,1697,PayPal,35,0.0,Lisa Wolfe,35,Female,0,2021,3,23,1,21-40
37047,2021-12-20 17:20:49,Electronics,207,4,4688,PayPal,35,1.0,Lisa Wolfe,35,Female,0,2021,12,20,0,21-40
37047,2020-09-02 16:58:07,Books,137,2,3876,PayPal,35,1.0,Lisa Wolfe,35,Female,0,2020,9,2,2,21-40
37047,2020-10-13 04:55:53,Books,436,3,4597,PayPal,35,0.0,Lisa Wolfe,35,Female,0,2020,10,13,1,21-40
37047,2020-08-07 03:47:02,Clothing,51,3,682,Cash,35,1.0,Lisa Wolfe,35,Female,0,2020,8,7,4,21-40
27830,2021-05-14 11:14:18,Home,13,1,5218,PayPal,44,1.0,Brian Barton,44,Female,0,2021,5,14,4,41-60
27830,2021-01-18 02:07:27,Clothing,112,2,4760,Crypto,44,1.0,Brian Barton,44,Female,0,2021,1,18,0,41-60
27830,2023-05-31 06:57:12,Electronics,308,2,395,Credit Card,44,1.0,Brian Barton,44,Female,0,2023,5,31,2,41-60
27830,2023-03-19 18:32:58,Clothing,250,5,2039,Credit Card,44,0.0,Brian Barton,44,Female,0,2023,3,19,6,41-60
27830,2022-05-11 17:48:27,Books,400,5,5105,Credit Card,44,,Brian Barton,44,Female,0,2022,5,11,2,41-60
28605,2023-07-16 00:28:14,Electronics,117,3,4487,Cash,22,0.0,Joseph Rojas,22,Male,0,2023,7,16,6,21-40
28605,2021-08-24 15:55:25,Clothing,341,5,3164,Credit Card,22,,Joseph Rojas,22,Male,0,2021,8,24,1,21-40
28605,2023-01-07 20:26:43,Books,462,3,3970,Cash,22,,Joseph Rojas,22,Male,0,2023,1,7,5,21-40
28605,2022-09-15 20:32:59,Home,232,1,4559,Credit Card,22,1.0,Joseph Rojas,22,Male,0,2022,9,15,3,21-40
28605,2023-05-08 17:56:12,Books,367,1,4067,PayPal,22,1.0,Joseph Rojas,22,Male,0,2023,5,8,0,21-40
22705,2022-06-01 10:44:55,Clothing,146,1,4589,PayPal,46,0.0,Charles Baldwin,46,Female,0,2022,6,1,2,41-60
22705,2021-09-05 22:51:12,Electronics,81,5,1312,Credit Card,46,1.0,Charles Baldwin,46,Female,0,2021,9,5,6,41-60
22705,2020-02-05 03:42:35,Home,303,1,768,Credit Card,46,0.0,Charles Baldwin,46,Female,0,2020,2,5,2,41-60
22705,2021-12-29 12:21:05,Clothing,381,3,4828,Cash,46,0.0,Charles Baldwin,46,Female,0,2021,12,29,2,41-60
22705,2020-06-26 18:22:51,Home,401,3,3694,Cash,46,0.0,Charles Baldwin,46,Female,0,2020,6,26,4,41-60
22705,2021-09-23 16:32:58,Home,335,5,2745,Credit Card,46,0.0,Charles Baldwin,46,Female,0,2021,9,23,3,41-60
22705,2021-07-01 02:16:08,Books,418,4,2380,PayPal,46,1.0,Charles Baldwin,46,Female,0,2021,7,1,3,41-60
45672,2022-02-01 12:05:43,Home,160,5,3029,PayPal,56,1.0,Shawn Rios,56,Male,0,2022,2,1,1,41-60
45672,2020-05-13 01:06:08,Clothing,36,2,1479,Cash,56,1.0,Shawn Rios,56,Male,0,2020,5,13,2,41-60
45672,2022-07-16 08:20:12,Electronics,262,2,2645,PayPal,56,0.0,Shawn Rios,56,Male,0,2022,7,16,5,41-60
45672,2022-03-06 09:05:24,Books,169,2,3004,Credit Card,56,1.0,Shawn Rios,56,Male,0,2022,3,6,6,41-60
45672,2020-06-05 22:08:15,Clothing,29,3,2244,Credit Card,56,1.0,Shawn Rios,56,Male,0,2020,6,5,4,41-60
14896,2020-11-12 06:38:53,Electronics,108,3,4989,Cash,65,1.0,Amanda Ibarra,65,Male,0,2020,11,12,3,61-80
14896,2021-04-03 02:07:16,Books,236,5,2097,Credit Card,65,1.0,Amanda Ibarra,65,Male,0,2021,4,3,5,61-80
14896,2020-12-12 20:28:57,Books,337,4,5052,Credit Card,65,0.0,Amanda Ibarra,65,Male,0,2020,12,12,5,61-80
14896,2020-02-06 04:59:09,Home,455,1,3991,PayPal,65,,Amanda Ibarra,65,Male,0,2020,2,6,3,61-80
14896,2022-02-15 00:07:44,Home,473,4,2504,Credit Card,65,1.0,Amanda Ibarra,65,Male,0,2022,2,15,1,61-80
14896,2022-03-10 14:38:38,Clothing,443,1,3585,Crypto,65,0.0,Amanda Ibarra,65,Male,0,2022,3,10,3,61-80
35926,2021-01-12 21:50:33,Clothing,176,5,4284,Credit Card,39,0.0,Jacob Fisher,39,Female,0,2021,1,12,1,21-40
35926,2020-10-30 00:37:24,Clothing,374,5,3650,Credit Card,39,0.0,Jacob Fisher,39,Female,0,2020,10,30,4,21-40
35926,2021-12-09 04:43:36,Home,135,3,2534,Crypto,39,1.0,Jacob Fisher,39,Female,0,2021,12,9,3,21-40
35926,2020-04-21 20:28:59,Electronics,422,3,3709,Credit Card,39,0.0,Jacob Fisher,39,Female,0,2020,4,21,1,21-40
35926,2022-10-03 16:03:23,Home,492,2,4242,Credit Card,39,1.0,Jacob Fisher,39,Female,0,2022,10,3,0,21-40
35926,2021-09-08 14:40:14,Electronics,240,5,2670,Credit Card,39,0.0,Jacob Fisher,39,Female,0,2021,9,8,2,21-40
6398,2020-12-01 10:15:09,Clothing,310,1,501,PayPal,46,0.0,Melissa Heath,46,Female,1,2020,12,1,1,41-60
6398,2023-08-29 21:29:04,Home,64,4,2466,Credit Card,46,,Melissa Heath,46,Female,1,2023,8,29,1,41-60
6398,2023-03-13 20:23:21,Clothing,75,4,2164,PayPal,46,0.0,Melissa Heath,46,Female,1,2023,3,13,0,41-60
6398,2023-08-14 08:24:30,Clothing,320,1,4047,Credit Card,46,0.0,Melissa Heath,46,Female,1,2023,8,14,0,41-60
6398,2020-08-18 02:23:26,Clothing,366,1,4074,Credit Card,46,1.0,Melissa Heath,46,Female,1,2020,8,18,1,41-60
12058,2022-09-03 16:49:19,Clothing,126,4,1367,PayPal,24,,Kyle Hart,24,Female,0,2022,9,3,5,21-40
12058,2020-02-10 17:28:22,Clothing,209,1,4612,Credit Card,24,,Kyle Hart,24,Female,0,2020,2,10,0,21-40
12058,2023-06-15 21:36:19,Home,413,5,2374,Credit Card,24,1.0,Kyle Hart,24,Female,0,2023,6,15,3,21-40
12058,2023-04-05 08:24:31,Home,52,1,4890,PayPal,24,1.0,Kyle Hart,24,Female,0,2023,4,5,2,21-40
12058,2022-11-23 09:40:02,Clothing,179,1,2763,PayPal,24,0.0,Kyle Hart,24,Female,0,2022,11,23,2,21-40
12058,2020-10-20 12:53:35,Clothing,438,4,2274,Credit Card,24,,Kyle Hart,24,Female,0,2020,10,20,1,21-40
11983,2020-09-15 12:31:59,Home,54,3,4348,Credit Card,60,1.0,Amanda Price,60,Male,0,2020,9,15,1,41-60
11983,2023-05-26 07:01:34,Clothing,150,5,997,PayPal,60,0.0,Amanda Price,60,Male,0,2023,5,26,4,41-60
11983,2022-04-13 06:26:45,Clothing,302,3,2046,Credit Card,60,,Amanda Price,60,Male,0,2022,4,13,2,41-60
11983,2023-06-23 04:06:51,Electronics,70,1,4194,Cash,60,1.0,Amanda Price,60,Male,0,2023,6,23,4,41-60
11983,2020-07-04 07:19:00,Electronics,284,2,725,Credit Card,60,0.0,Amanda Price,60,Male,0,2020,7,4,5,41-60
11983,2021-02-27 21:27:07,Books,108,3,732,PayPal,60,0.0,Amanda Price,60,Male,0,2021,2,27,5,41-60
11983,2021-07-23 03:45:00,Electronics,337,1,4945,Crypto,60,0.0,Amanda Price,60,Male,0,2021,7,23,4,41-60
11983,2020-09-21 13:28:00,Books,273,5,2289,Credit Card,60,1.0,Amanda Price,60,Male,0,2020,9,21,0,41-60
11983,2021-05-20 06:22:41,Electronics,277,2,673,PayPal,60,1.0,Amanda Price,60,Male,0,2021,5,20,3,41-60
36507,2021-03-04 23:43:30,Clothing,327,5,4346,Credit Card,59,1.0,Rebecca Bowman,59,Female,0,2021,3,4,3,41-60
36507,2021-01-16 02:52:46,Clothing,372,2,757,Credit Card,59,1.0,Rebecca Bowman,59,Female,0,2021,1,16,5,41-60
36507,2023-08-01 22:06:44,Clothing,314,3,4133,Credit Card,59,0.0,Rebecca Bowman,59,Female,0,2023,8,1,1,41-60
36507,2023-05-23 14:11:22,Electronics,169,2,2003,Credit Card,59,1.0,Rebecca Bowman,59,Female,0,2023,5,23,1,41-60
36507,2020-04-12 16:39:03,Electronics,76,3,3899,PayPal,59,0.0,Rebecca Bowman,59,Female,0,2020,4,12,6,41-60
36507,2021-04-16 23:58:37,Home,265,2,2659,Crypto,59,0.0,Rebecca Bowman,59,Female,0,2021,4,16,4,41-60
36507,2021-10-02 00:59:01,Electronics,92,3,5033,PayPal,59,0.0,Rebecca Bowman,59,Female,0,2021,10,2,5,41-60
36507,2021-03-29 14:12:13,Electronics,316,2,334,Cash,59,0.0,Rebecca Bowman,59,Female,0,2021,3,29,0,41-60
36507,2020-05-20 03:42:12,Books,113,5,916,Credit Card,59,1.0,Rebecca Bowman,59,Female,0,2020,5,20,2,41-60
16496,2023-07-01 15:42:57,Clothing,14,3,319,Cash,43,1.0,Lisa Sparks,43,Male,0,2023,7,1,5,41-60
16496,2021-12-10 01:34:21,Electronics,343,4,3970,PayPal,43,1.0,Lisa Sparks,43,Male,0,2021,12,10,4,41-60
47064,2020-09-23 07:49:57,Clothing,352,1,255,Credit Card,30,1.0,Hannah Wells,30,Female,0,2020,9,23,2,21-40
47064,2020-03-02 07:03:31,Electronics,122,3,3860,PayPal,30,0.0,Hannah Wells,30,Female,0,2020,3,2,0,21-40
47064,2023-08-26 23:56:16,Books,311,2,3356,PayPal,30,,Hannah Wells,30,Female,0,2023,8,26,5,21-40
47064,2023-07-12 01:05:40,Electronics,330,2,1453,Credit Card,30,,Hannah Wells,30,Female,0,2023,7,12,2,21-40
47064,2023-01-04 06:09:46,Electronics,60,1,757,Cash,30,1.0,Hannah Wells,30,Female,0,2023,1,4,2,21-40
47064,2023-07-28 15:20:56,Electronics,407,2,2033,Cash,30,,Hannah Wells,30,Female,0,2023,7,28,4,21-40
